,dataset,speaker_id,file_id,start,duration,gender,dataset
84,VCTK,p260,p260/p260_139_mic1,0,2.04,,VCTK
85,VCTK,p271,p271/p271_210_mic1,0,2.04,,VCTK
86,VCTK,p260,p260/p260_335_mic1,0,2.04,,VCTK
87,VCTK,p278,p278/p278_059_mic1,0,2.04,,VCTK
88,VCTK,p283,p283/p283_295_mic1,0,2.04,,VCTK
89,VCTK,p232,p232/p232_309_mic1,0,2.04,,VCTK
90,VCTK,p314,p314/p314_076_mic1,0,2.04,,VCTK
91,VCTK,p268,p268/p268_286_mic1,0,2.04,,VCTK
92,VCTK,p318,p318/p318_038_mic1,0,2.04,,VCTK
93,VCTK,p284,p284/p284_361_mic1,0,2.04,,VCTK
94,VCTK,p263,p263/p263_008_mic1,0,2.04,,VCTK
95,VCTK,p340,p340/p340_404_mic1,0,2.04,,VCTK
96,VCTK,p227,p227/p227_050_mic1,0,2.04,,VCTK
97,VCTK,p257,p257/p257_049_mic1,0,2.04,,VCTK
98,VCTK,p297,p297/p297_139_mic1,0,2.04,,VCTK
99,VCTK,p237,p237/p237_059_mic1,0,2.04,,VCTK
100,VCTK,p272,p272/p272_061_mic1,0,2.04,,VCTK
101,VCTK,p340,p340/p340_382_mic1,0,2.04,,VCTK
102,VCTK,p293,p293/p293_044_mic1,0,2.04,,VCTK
103,VCTK,p283,p283/p283_464_mic1,0,2.04,,VCTK
104,VCTK,p264,p264/p264_389_mic1,0,2.04,,VCTK
105,VCTK,p287,p287/p287_069_mic1,0,2.04,,VCTK
106,VCTK,p284,p284/p284_251_mic1,0,2.04,,VCTK
107,VCTK,p239,p239/p239_269_mic1,0,2.04,,VCTK
108,VCTK,p286,p286/p286_219_mic1,0,2.04,,VCTK
109,VCTK,p247,p247/p247_074_mic1,0,2.04,,VCTK
110,VCTK,p310,p310/p310_215_mic1,0,2.04,,VCTK
111,VCTK,p314,p314/p314_311_mic1,0,2.04,,VCTK
112,VCTK,p299,p299/p299_361_mic1,0,2.04,,VCTK
113,VCTK,p228,p228/p228_195_mic1,0,2.04,,VCTK
114,VCTK,p329,p329/p329_102_mic1,0,2.04,,VCTK
115,VCTK,p326,p326/p326_004_mic1,0,2.04,,VCTK
116,VCTK,p272,p272/p272_380_mic1,0,2.04,,VCTK
117,VCTK,p252,p252/p252_166_mic1,0,2.04,,VCTK
118,VCTK,p314,p314/p314_262_mic1,0,2.04,,VCTK
119,VCTK,p343,p343/p343_040_mic1,0,2.04,,VCTK
120,VCTK,p345,p345/p345_088_mic1,0,2.04,,VCTK
121,VCTK,p286,p286/p286_372_mic1,0,2.04,,VCTK
122,VCTK,p318,p318/p318_169_mic1,0,2.04,,VCTK
123,VCTK,p284,p284/p284_363_mic1,0,2.04,,VCTK
124,VCTK,p286,p286/p286_335_mic1,0,2.04,,VCTK
125,VCTK,p310,p310/p310_051_mic1,0,2.04,,VCTK
126,VCTK,p247,p247/p247_138_mic1,0,2.04,,VCTK
127,VCTK,p234,p234/p234_071_mic1,0,2.04,,VCTK
128,VCTK,p229,p229/p229_115_mic1,0,2.04,,VCTK
129,VCTK,p318,p318/p318_284_mic1,0,2.04,,VCTK
130,VCTK,p266,p266/p266_087_mic1,0,2.04,,VCTK
131,VCTK,p246,p246/p246_199_mic1,0,2.04,,VCTK
132,VCTK,p241,p241/p241_285_mic1,0,2.04,,VCTK
133,VCTK,p230,p230/p230_099_mic1,0,2.04,,VCTK
134,VCTK,p330,p330/p330_075_mic1,0,2.04,,VCTK
135,VCTK,p300,p300/p300_288_mic1,0,2.04,,VCTK
136,VCTK,p275,p275/p275_384_mic1,0,2.04,,VCTK
137,VCTK,p288,p288/p288_065_mic1,0,2.04,,VCTK
138,VCTK,p254,p254/p254_347_mic1,0,2.04,,VCTK
139,VCTK,p292,p292/p292_126_mic1,0,2.04,,VCTK
140,VCTK,p288,p288/p288_317_mic1,0,2.04,,VCTK
141,VCTK,p295,p295/p295_249_mic1,0,2.04,,VCTK
142,VCTK,p297,p297/p297_323_mic1,0,2.04,,VCTK
143,VCTK,p341,p341/p341_249_mic1,0,2.04,,VCTK
144,VCTK,p265,p265/p265_003_mic1,0,2.04,,VCTK
145,VCTK,p298,p298/p298_137_mic1,0,2.04,,VCTK
146,VCTK,p263,p263/p263_003_mic1,0,2.04,,VCTK
147,VCTK,p250,p250/p250_265_mic1,0,2.04,,VCTK
148,VCTK,p317,p317/p317_031_mic1,0,2.04,,VCTK
149,VCTK,p274,p274/p274_453_mic1,0,2.04,,VCTK
150,VCTK,p261,p261/p261_048_mic1,0,2.04,,VCTK
151,VCTK,p316,p316/p316_123_mic1,0,2.04,,VCTK
152,VCTK,p276,p276/p276_031_mic1,0,2.04,,VCTK
153,VCTK,p280,p280/p280_385_mic1,0,2.04,,VCTK
154,VCTK,p318,p318/p318_320_mic1,0,2.04,,VCTK
155,VCTK,p270,p270/p270_210_mic1,0,2.04,,VCTK
156,VCTK,p305,p305/p305_340_mic1,0,2.04,,VCTK
157,VCTK,p257,p257/p257_112_mic1,0,2.04,,VCTK
158,VCTK,p236,p236/p236_441_mic1,0,2.04,,VCTK
159,VCTK,p312,p312/p312_284_mic1,0,2.04,,VCTK
160,VCTK,p243,p243/p243_022_mic1,0,2.04,,VCTK
161,VCTK,p284,p284/p284_018_mic1,0,2.04,,VCTK
162,VCTK,p301,p301/p301_009_mic1,0,2.04,,VCTK
163,VCTK,p232,p232/p232_144_mic1,0,2.04,,VCTK
164,VCTK,p299,p299/p299_321_mic1,0,2.04,,VCTK
165,VCTK,p333,p333/p333_129_mic1,0,2.04,,VCTK
166,VCTK,p314,p314/p314_309_mic1,0,2.04,,VCTK
167,VCTK,p286,p286/p286_131_mic1,0,2.04,,VCTK
168,VCTK,p261,p261/p261_090_mic1,0,2.04,,VCTK
169,VCTK,p317,p317/p317_037_mic1,0,2.04,,VCTK
170,VCTK,p236,p236/p236_333_mic1,0,2.04,,VCTK
171,VCTK,p278,p278/p278_097_mic1,0,2.04,,VCTK
172,VCTK,p266,p266/p266_012_mic1,0,2.04,,VCTK
173,VCTK,p292,p292/p292_179_mic1,0,2.04,,VCTK
174,VCTK,p274,p274/p274_011_mic1,0,2.04,,VCTK
175,VCTK,p307,p307/p307_265_mic1,0,2.04,,VCTK
176,VCTK,p239,p239/p239_353_mic1,0,2.04,,VCTK
177,VCTK,p243,p243/p243_373_mic1,0,2.04,,VCTK
178,VCTK,p269,p269/p269_032_mic1,0,2.04,,VCTK
179,VCTK,p254,p254/p254_055_mic1,0,2.04,,VCTK
180,VCTK,p274,p274/p274_113_mic1,0,2.04,,VCTK
181,VCTK,p267,p267/p267_207_mic1,0,2.04,,VCTK
182,VCTK,p239,p239/p239_266_mic1,0,2.04,,VCTK
183,VCTK,p316,p316/p316_370_mic1,0,2.04,,VCTK
184,VCTK,p279,p279/p279_064_mic1,0,2.04,,VCTK
185,VCTK,p335,p335/p335_206_mic1,0,2.04,,VCTK
186,VCTK,p310,p310/p310_291_mic1,0,2.04,,VCTK
187,VCTK,p307,p307/p307_424_mic1,0,2.04,,VCTK
188,VCTK,p343,p343/p343_102_mic1,0,2.04,,VCTK
189,VCTK,p334,p334/p334_188_mic1,0,2.04,,VCTK
190,VCTK,p295,p295/p295_375_mic1,0,2.04,,VCTK
191,VCTK,p334,p334/p334_277_mic1,0,2.04,,VCTK
192,VCTK,p308,p308/p308_055_mic1,0,2.04,,VCTK
193,VCTK,p263,p263/p263_164_mic1,0,2.04,,VCTK
194,VCTK,p234,p234/p234_344_mic1,0,2.04,,VCTK
195,VCTK,p336,p336/p336_178_mic1,0,2.04,,VCTK
196,VCTK,p343,p343/p343_001_mic1,0,2.04,,VCTK
197,VCTK,p340,p340/p340_040_mic1,0,2.04,,VCTK
198,VCTK,p270,p270/p270_179_mic1,0,2.04,,VCTK
199,VCTK,p262,p262/p262_146_mic1,0,2.04,,VCTK
200,VCTK,p305,p305/p305_039_mic1,0,2.04,,VCTK
201,VCTK,p341,p341/p341_401_mic1,0,2.04,,VCTK
202,VCTK,p301,p301/p301_355_mic1,0,2.04,,VCTK
203,VCTK,p268,p268/p268_184_mic1,0,2.04,,VCTK
204,VCTK,p274,p274/p274_459_mic1,0,2.04,,VCTK
205,VCTK,p299,p299/p299_249_mic1,0,2.04,,VCTK
206,VCTK,p311,p311/p311_069_mic1,0,2.04,,VCTK
207,VCTK,p317,p317/p317_419_mic1,0,2.04,,VCTK
208,VCTK,p261,p261/p261_004_mic1,0,2.04,,VCTK
209,VCTK,p312,p312/p312_200_mic1,0,2.04,,VCTK
210,VCTK,p329,p329/p329_054_mic1,0,2.04,,VCTK
211,VCTK,p318,p318/p318_113_mic1,0,2.04,,VCTK
212,VCTK,p276,p276/p276_373_mic1,0,2.04,,VCTK
213,VCTK,p300,p300/p300_299_mic1,0,2.04,,VCTK
214,VCTK,p282,p282/p282_354_mic1,0,2.04,,VCTK
215,VCTK,p240,p240/p240_375_mic1,0,2.04,,VCTK
216,VCTK,p270,p270/p270_032_mic1,0,2.04,,VCTK
217,VCTK,p314,p314/p314_306_mic1,0,2.04,,VCTK
218,VCTK,p284,p284/p284_209_mic1,0,2.04,,VCTK
219,VCTK,p305,p305/p305_164_mic1,0,2.04,,VCTK
220,VCTK,p305,p305/p305_048_mic1,0,2.04,,VCTK
221,VCTK,p262,p262/p262_320_mic1,0,2.04,,VCTK
222,VCTK,p288,p288/p288_214_mic1,0,2.04,,VCTK
223,VCTK,p247,p247/p247_025_mic1,0,2.04,,VCTK
224,VCTK,p302,p302/p302_192_mic1,0,2.04,,VCTK
225,VCTK,p239,p239/p239_070_mic1,0,2.04,,VCTK
226,VCTK,p304,p304/p304_077_mic1,0,2.04,,VCTK
227,VCTK,p244,p244/p244_262_mic1,0,2.04,,VCTK
228,VCTK,p288,p288/p288_022_mic1,0,2.04,,VCTK
229,VCTK,p258,p258/p258_414_mic1,0,2.04,,VCTK
230,VCTK,p335,p335/p335_116_mic1,0,2.04,,VCTK
231,VCTK,p292,p292/p292_327_mic1,0,2.04,,VCTK
232,VCTK,p268,p268/p268_338_mic1,0,2.04,,VCTK
233,VCTK,p312,p312/p312_337_mic1,0,2.04,,VCTK
234,VCTK,p300,p300/p300_136_mic1,0,2.04,,VCTK
235,VCTK,p310,p310/p310_293_mic1,0,2.04,,VCTK
236,VCTK,p239,p239/p239_411_mic1,0,2.04,,VCTK
237,VCTK,p283,p283/p283_158_mic1,0,2.04,,VCTK
238,VCTK,p262,p262/p262_060_mic1,0,2.04,,VCTK
239,VCTK,p228,p228/p228_231_mic1,0,2.04,,VCTK
240,VCTK,p323,p323/p323_415_mic1,0,2.04,,VCTK
241,VCTK,p276,p276/p276_223_mic1,0,2.04,,VCTK
242,VCTK,p238,p238/p238_413_mic1,0,2.04,,VCTK
243,VCTK,p287,p287/p287_087_mic1,0,2.04,,VCTK
244,VCTK,p326,p326/p326_195_mic1,0,2.04,,VCTK
245,VCTK,p254,p254/p254_247_mic1,0,2.04,,VCTK
246,VCTK,p269,p269/p269_155_mic1,0,2.04,,VCTK
247,VCTK,p297,p297/p297_023_mic1,0,2.04,,VCTK
248,VCTK,p306,p306/p306_095_mic1,0,2.04,,VCTK
249,VCTK,p248,p248/p248_217_mic1,0,2.04,,VCTK
250,VCTK,p254,p254/p254_172_mic1,0,2.04,,VCTK
251,VCTK,p339,p339/p339_308_mic1,0,2.04,,VCTK
252,VCTK,p271,p271/p271_328_mic1,0,2.04,,VCTK
253,VCTK,p266,p266/p266_134_mic1,0,2.04,,VCTK
254,VCTK,p336,p336/p336_409_mic1,0,2.04,,VCTK
255,VCTK,p335,p335/p335_297_mic1,0,2.04,,VCTK
256,VCTK,p345,p345/p345_242_mic1,0,2.04,,VCTK
257,VCTK,p248,p248/p248_046_mic1,0,2.04,,VCTK
258,VCTK,p266,p266/p266_263_mic1,0,2.04,,VCTK
259,VCTK,p287,p287/p287_298_mic1,0,2.04,,VCTK
260,VCTK,p273,p273/p273_220_mic1,0,2.04,,VCTK
261,VCTK,p310,p310/p310_098_mic1,0,2.04,,VCTK
262,VCTK,p270,p270/p270_094_mic1,0,2.04,,VCTK
263,VCTK,p256,p256/p256_164_mic1,0,2.04,,VCTK
264,VCTK,p345,p345/p345_314_mic1,0,2.04,,VCTK
265,VCTK,p240,p240/p240_011_mic1,0,2.04,,VCTK
266,VCTK,p247,p247/p247_113_mic1,0,2.04,,VCTK
267,VCTK,p247,p247/p247_416_mic1,0,2.04,,VCTK
268,VCTK,p282,p282/p282_128_mic1,0,2.04,,VCTK
269,VCTK,p308,p308/p308_170_mic1,0,2.04,,VCTK
270,VCTK,p305,p305/p305_011_mic1,0,2.04,,VCTK
271,VCTK,p270,p270/p270_452_mic1,0,2.04,,VCTK
272,VCTK,p330,p330/p330_021_mic1,0,2.04,,VCTK
273,VCTK,p280,p280/p280_371_mic1,0,2.04,,VCTK
274,VCTK,p341,p341/p341_032_mic1,0,2.04,,VCTK
275,VCTK,p271,p271/p271_282_mic1,0,2.04,,VCTK
276,VCTK,p231,p231/p231_171_mic1,0,2.04,,VCTK
277,VCTK,p263,p263/p263_168_mic1,0,2.04,,VCTK
278,VCTK,p305,p305/p305_305_mic1,0,2.04,,VCTK
279,VCTK,p281,p281/p281_181_mic1,0,2.04,,VCTK
280,VCTK,p280,p280/p280_285_mic1,0,2.04,,VCTK
281,VCTK,p254,p254/p254_257_mic1,0,2.04,,VCTK
282,VCTK,p231,p231/p231_427_mic1,0,2.04,,VCTK
283,VCTK,p239,p239/p239_376_mic1,0,2.04,,VCTK
284,VCTK,p334,p334/p334_002_mic1,0,2.04,,VCTK
285,VCTK,p330,p330/p330_132_mic1,0,2.04,,VCTK
286,VCTK,p307,p307/p307_343_mic1,0,2.04,,VCTK
287,VCTK,p288,p288/p288_141_mic1,0,2.04,,VCTK
288,VCTK,p270,p270/p270_393_mic1,0,2.04,,VCTK
289,VCTK,p297,p297/p297_110_mic1,0,2.04,,VCTK
290,VCTK,p260,p260/p260_250_mic1,0,2.04,,VCTK
291,VCTK,p278,p278/p278_364_mic1,0,2.04,,VCTK
292,VCTK,p240,p240/p240_240_mic1,0,2.04,,VCTK
293,VCTK,p311,p311/p311_395_mic1,0,2.04,,VCTK
294,VCTK,p249,p249/p249_154_mic1,0,2.04,,VCTK
295,VCTK,p335,p335/p335_332_mic1,0,2.04,,VCTK
296,VCTK,p244,p244/p244_318_mic1,0,2.04,,VCTK
297,VCTK,p273,p273/p273_015_mic1,0,2.04,,VCTK
298,VCTK,p267,p267/p267_179_mic1,0,2.04,,VCTK
299,VCTK,p247,p247/p247_164_mic1,0,2.04,,VCTK
300,VCTK,p239,p239/p239_472_mic1,0,2.04,,VCTK
301,VCTK,p279,p279/p279_377_mic1,0,2.04,,VCTK
302,VCTK,p254,p254/p254_007_mic1,0,2.04,,VCTK
303,VCTK,p333,p333/p333_175_mic1,0,2.04,,VCTK
304,VCTK,p271,p271/p271_386_mic1,0,2.04,,VCTK
305,VCTK,p238,p238/p238_139_mic1,0,2.04,,VCTK
306,VCTK,p285,p285/p285_032_mic1,0,2.04,,VCTK
307,VCTK,p287,p287/p287_408_mic1,0,2.04,,VCTK
308,VCTK,p241,p241/p241_090_mic1,0,2.04,,VCTK
309,VCTK,p248,p248/p248_003_mic1,0,2.04,,VCTK
310,VCTK,p312,p312/p312_020_mic1,0,2.04,,VCTK
311,VCTK,p273,p273/p273_363_mic1,0,2.04,,VCTK
312,VCTK,p304,p304/p304_391_mic1,0,2.04,,VCTK
313,VCTK,p307,p307/p307_370_mic1,0,2.04,,VCTK
314,VCTK,p238,p238/p238_242_mic1,0,2.04,,VCTK
315,VCTK,p329,p329/p329_152_mic1,0,2.04,,VCTK
316,VCTK,p295,p295/p295_389_mic1,0,2.04,,VCTK
317,VCTK,p278,p278/p278_410_mic1,0,2.04,,VCTK
318,VCTK,p244,p244/p244_226_mic1,0,2.04,,VCTK
319,VCTK,p315,p315/p315_100_mic1,0,2.04,,VCTK
320,VCTK,p227,p227/p227_171_mic1,0,2.04,,VCTK
321,VCTK,p295,p295/p295_280_mic1,0,2.04,,VCTK
322,VCTK,p299,p299/p299_320_mic1,0,2.04,,VCTK
323,VCTK,p292,p292/p292_305_mic1,0,2.04,,VCTK
324,VCTK,p318,p318/p318_367_mic1,0,2.04,,VCTK
325,VCTK,p276,p276/p276_203_mic1,0,2.04,,VCTK
326,VCTK,p312,p312/p312_354_mic1,0,2.04,,VCTK
327,VCTK,p239,p239/p239_208_mic1,0,2.04,,VCTK
328,VCTK,p276,p276/p276_232_mic1,0,2.04,,VCTK
329,VCTK,p323,p323/p323_174_mic1,0,2.04,,VCTK
330,VCTK,p283,p283/p283_255_mic1,0,2.04,,VCTK
331,VCTK,p234,p234/p234_212_mic1,0,2.04,,VCTK
332,VCTK,p297,p297/p297_200_mic1,0,2.04,,VCTK
333,VCTK,p280,p280/p280_391_mic1,0,2.04,,VCTK
334,VCTK,p266,p266/p266_408_mic1,0,2.04,,VCTK
335,VCTK,p250,p250/p250_451_mic1,0,2.04,,VCTK
336,VCTK,p326,p326/p326_123_mic1,0,2.04,,VCTK
337,VCTK,p243,p243/p243_251_mic1,0,2.04,,VCTK
338,VCTK,p230,p230/p230_266_mic1,0,2.04,,VCTK
339,VCTK,p287,p287/p287_147_mic1,0,2.04,,VCTK
340,VCTK,p255,p255/p255_352_mic1,0,2.04,,VCTK
341,VCTK,p317,p317/p317_111_mic1,0,2.04,,VCTK
342,VCTK,p238,p238/p238_064_mic1,0,2.04,,VCTK
343,VCTK,p326,p326/p326_382_mic1,0,2.04,,VCTK
344,VCTK,p230,p230/p230_019_mic1,0,2.04,,VCTK
345,VCTK,p339,p339/p339_083_mic1,0,2.04,,VCTK
346,VCTK,p230,p230/p230_417_mic1,0,2.04,,VCTK
347,VCTK,p231,p231/p231_316_mic1,0,2.04,,VCTK
348,VCTK,p234,p234/p234_295_mic1,0,2.04,,VCTK
349,VCTK,p239,p239/p239_149_mic1,0,2.04,,VCTK
350,VCTK,p280,p280/p280_351_mic1,0,2.04,,VCTK
351,VCTK,p295,p295/p295_141_mic1,0,2.04,,VCTK
352,VCTK,p275,p275/p275_027_mic1,0,2.04,,VCTK
353,VCTK,p345,p345/p345_022_mic1,0,2.04,,VCTK
354,VCTK,p336,p336/p336_348_mic1,0,2.04,,VCTK
355,VCTK,p292,p292/p292_185_mic1,0,2.04,,VCTK
356,VCTK,p237,p237/p237_240_mic1,0,2.04,,VCTK
357,VCTK,p334,p334/p334_251_mic1,0,2.04,,VCTK
358,VCTK,p299,p299/p299_385_mic1,0,2.04,,VCTK
359,VCTK,p335,p335/p335_267_mic1,0,2.04,,VCTK
360,VCTK,p287,p287/p287_389_mic1,0,2.04,,VCTK
361,VCTK,p286,p286/p286_242_mic1,0,2.04,,VCTK
362,VCTK,p281,p281/p281_089_mic1,0,2.04,,VCTK
363,VCTK,p244,p244/p244_342_mic1,0,2.04,,VCTK
364,VCTK,p330,p330/p330_078_mic1,0,2.04,,VCTK
365,VCTK,p334,p334/p334_328_mic1,0,2.04,,VCTK
366,VCTK,p256,p256/p256_244_mic1,0,2.04,,VCTK
367,VCTK,p229,p229/p229_283_mic1,0,2.04,,VCTK
368,VCTK,p343,p343/p343_335_mic1,0,2.04,,VCTK
369,VCTK,p292,p292/p292_248_mic1,0,2.04,,VCTK
370,VCTK,p237,p237/p237_217_mic1,0,2.04,,VCTK
371,VCTK,p247,p247/p247_385_mic1,0,2.04,,VCTK
372,VCTK,p268,p268/p268_026_mic1,0,2.04,,VCTK
373,VCTK,p287,p287/p287_418_mic1,0,2.04,,VCTK
374,VCTK,p339,p339/p339_107_mic1,0,2.04,,VCTK
375,VCTK,p230,p230/p230_139_mic1,0,2.04,,VCTK
376,VCTK,p230,p230/p230_379_mic1,0,2.04,,VCTK
377,VCTK,p266,p266/p266_296_mic1,0,2.04,,VCTK
378,VCTK,p265,p265/p265_087_mic1,0,2.04,,VCTK
379,VCTK,p345,p345/p345_094_mic1,0,2.04,,VCTK
380,VCTK,p228,p228/p228_336_mic1,0,2.04,,VCTK
381,VCTK,p281,p281/p281_323_mic1,0,2.04,,VCTK
382,VCTK,p280,p280/p280_284_mic1,0,2.04,,VCTK
383,VCTK,p236,p236/p236_033_mic1,0,2.04,,VCTK
384,VCTK,p270,p270/p270_394_mic1,0,2.04,,VCTK
385,VCTK,p277,p277/p277_201_mic1,0,2.04,,VCTK
386,VCTK,p341,p341/p341_298_mic1,0,2.04,,VCTK
387,VCTK,p292,p292/p292_261_mic1,0,2.04,,VCTK
388,VCTK,p281,p281/p281_331_mic1,0,2.04,,VCTK
389,VCTK,p308,p308/p308_353_mic1,0,2.04,,VCTK
390,VCTK,p246,p246/p246_184_mic1,0,2.04,,VCTK
391,VCTK,p248,p248/p248_264_mic1,0,2.04,,VCTK
392,VCTK,p259,p259/p259_268_mic1,0,2.04,,VCTK
393,VCTK,p253,p253/p253_072_mic1,0,2.04,,VCTK
394,VCTK,p248,p248/p248_035_mic1,0,2.04,,VCTK
395,VCTK,p230,p230/p230_291_mic1,0,2.04,,VCTK
396,VCTK,p281,p281/p281_258_mic1,0,2.04,,VCTK
397,VCTK,p310,p310/p310_180_mic1,0,2.04,,VCTK
398,VCTK,p254,p254/p254_135_mic1,0,2.04,,VCTK
399,VCTK,p274,p274/p274_179_mic1,0,2.04,,VCTK
400,VCTK,p262,p262/p262_382_mic1,0,2.04,,VCTK
401,VCTK,p262,p262/p262_001_mic1,0,2.04,,VCTK
402,VCTK,p304,p304/p304_171_mic1,0,2.04,,VCTK
403,VCTK,p266,p266/p266_367_mic1,0,2.04,,VCTK
404,VCTK,p301,p301/p301_300_mic1,0,2.04,,VCTK
405,VCTK,p330,p330/p330_303_mic1,0,2.04,,VCTK
406,VCTK,p263,p263/p263_291_mic1,0,2.04,,VCTK
407,VCTK,p238,p238/p238_061_mic1,0,2.04,,VCTK
408,VCTK,p259,p259/p259_091_mic1,0,2.04,,VCTK
409,VCTK,p293,p293/p293_357_mic1,0,2.04,,VCTK
